,contract_count_10,contract_count_11,contract_count_14,contract_count_15,contract_count_20,contract_count_21,contract_count_24,contract_count_25,contract_count_30,contract_count_31,contract_face_10,contract_face_11,contract_face_14,contract_face_15,contract_face_20,contract_face_21,contract_face_24,contract_face_25,contract_face_30,contract_face_31,date,stock_snm_x,zanzon,bid,offer,rate,remaining_years_from,remaining_years_to,simple_yield_1days_from_ope,simple_yield_2days_from_ope,simple_yield_fluctuation_2to1,simple_yield_fluctuation_3to2,amount_sum,bid_price,balance,stock_snm_x.1,aggre_rate_buy,aggre_rate_sell,fluctuation_buy_rate,fluctuation_sell_rate
1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,230,8.98630137,4503,17126,0,5,10,-0.025,-0.025,0,0.001,11997,11997,3192,230,-0.113937008,-0.123421053,1,1
1465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,230,8.98630137,4508,17045,-0.001,5,10,-0.03,-0.029,-0.001,0.001,11997,11997,3192,230,-0.113937008,-0.123421053,1,1
1466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,230,8.98630137,4507,10756,-0.003,5,10,-0.026,-0.035,0.009,-0.015,11997,11997,2325,230,-0.052238267,-0.117017167,1,1
1467,3,0,0,0,2,0,0,0,0,0,5200000000,0,0,0,-5200000000,0,0,0,0,0,0,230,7.542465753,4505,10517,-0.006,5,10,-0.04,-0.04,0,0,11997,11997,2325,230,-0.052238267,-0.096841155,1,0
1468,3,0,0,0,2,0,0,0,0,0,5200000000,0,0,0,-5200000000,0,0,0,0,0,0,230,7.542465753,4505,10517,-0.006,5,10,-0.04,-0.04,0,0,11997,11997,2325,230,-0.052238267,-0.096841155,1,0
1469,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,37,7.619178082,4514,12857,0.002,5,10,-0.055,-0.065,0.01,0.01,5993,5993,3081,37,-0.135394737,-0.072236842,1,1
1470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,37,9.18630137,4512,16888,0.014,5,10,-0.035,-0.044,0.009,-0.01,5993,5993,1685,37,-0.14,0.01,1,1
1471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,37,9.18630137,4503,17126,0,5,10,-0.025,-0.025,0,0.001,5993,5993,3017,37,-0.14,0.01,1,1
1472,0,3,0,0,0,0,0,0,0,0,0,-13000000000,0,0,0,0,0,0,0,0,7,37,7.504109589,4508,17045,-0.001,5,10,-0.03,-0.029,-0.001,0.001,5993,5993,3017,37,-0.14,0.01,1,1
1473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,37,9.18630137,4507,10756,-0.003,5,10,-0.026,-0.035,0.009,-0.015,5993,5993,3081,37,-0.14,0.01,1,1
1474,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,7.542465753,4505,10517,-0.006,5,10,-0.04,-0.04,0,0,5993,5993,3081,37,-0.136071429,-0.075,1,1
1475,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,7.542465753,4505,10517,-0.006,5,10,-0.04,-0.04,0,0,5993,5993,3081,37,-0.136071429,-0.075,1,1
1476,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,61,7.865753425,4514,12857,0.002,5,10,-0.045,-0.055,0.01,0.01,6551,5992,1685,61,-0.01,-0.08,1,0
1477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,61,9.22739726,4512,16888,0.014,5,10,-0.03,-0.039,0.009,-0.01,6551,5992,3194,61,-0.032222222,-0.105,1,1
1478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,61,9.22739726,4503,17126,0,5,10,-0.02,-0.02,0,0.001,6551,5992,1670,61,-0.032222222,-0.105,1,1
1479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,61,9.22739726,4508,17045,-0.001,5,10,-0.025,-0.024,-0.001,0.001,6551,5992,1670,61,-0.032222222,-0.105,1,1
1480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,61,9.22739726,4507,10756,-0.003,5,10,-0.019,-0.025,0.006,-0.015,6551,5992,1685,61,-0.016896552,-0.105,1,1
1481,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,7.789041096,4505,10517,-0.006,5,10,-0.03,-0.03,0,0,6551,5992,1685,61,-0.016896552,-0.069310345,1,1
1482,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,7.789041096,4505,10517,-0.006,5,10,-0.03,-0.03,0,0,6551,5992,1685,61,-0.016896552,-0.069310345,1,1
1485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,9.309589041,4503,17126,0,5,10,-0.02,-0.02,0,0.001,6993,6456,2370,18,-0.081666667,-0.105,1,1
1486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,9.309589041,4508,17045,-0.001,5,10,-0.025,-0.024,-0.001,0.001,6993,6456,2370,18,-0.081666667,-0.105,1,1
1487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,9.309589041,4507,10756,-0.003,5,10,-0.019,-0.025,0.006,-0.015,6993,6456,3192,18,-0.073522727,-0.105,1,1
1488,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7.789041096,4505,10517,-0.006,5,10,-0.03,-0.03,0,0,6993,6456,3192,18,-0.073522727,-0.087034091,1,1
1489,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,114,7.865753425,4514,12857,0.002,5,10,-0.045,-0.055,0.01,0.01,7060,6468,3017,114,-0.111428571,0.01,1,1
1490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,114,9.243835616,4512,16888,0.014,5,10,-0.03,-0.039,0.009,-0.01,7060,6468,1670,114,-0.111875,-0.105,1,1
1491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,114,9.243835616,4503,17126,0,5,10,-0.02,-0.02,0,0.001,7060,6468,4033,114,-0.111875,-0.105,1,1
1492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,114,9.243835616,4508,17045,-0.001,5,10,-0.025,-0.024,-0.001,0.001,7060,6468,4033,114,-0.111875,-0.105,1,1
1493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,114,9.243835616,4507,10756,-0.003,5,10,-0.019,-0.025,0.006,-0.015,7060,6468,3017,114,-0.110535714,-0.105,1,1
1494,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,7.789041096,4505,10517,-0.006,5,10,-0.03,-0.03,0,0,7060,6468,3017,114,-0.110535714,-0.092678571,1,1
1495,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,7.789041096,4505,10517,-0.006,5,10,-0.03,-0.03,0,0,7060,6468,3017,114,-0.110535714,-0.092678571,1,1
1496,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,110,8.117808219,4514,12857,0.002,5,10,-0.039,-0.049,0.01,0.006,6991,6482,1670,110,-0.11,0.01,1,1
1497,0,1,0,0,0,0,0,0,0,0,0,-200000000,0,0,0,0,0,0,0,0,4,110,7.978082192,4512,16888,0.014,5,10,-0.02,-0.029,0.009,-0.01,6991,6482,2371,110,-0.11,0.01,1,1
1498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,110,9.690410959,4503,17126,0,5,10,-0.01,-0.01,0,0.001,6991,6482,1972,110,-0.11,0.01,1,1
1499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,110,9.690410959,4508,17045,-0.001,5,10,-0.015,-0.014,-0.001,0.001,6991,6482,1972,110,-0.11,0.01,1,1
1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,110,9.690410959,4507,10756,-0.003,5,10,-0.009,-0.015,0.006,-0.015,6991,6482,1670,110,-0.11,0.01,1,1
1501,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,8.04109589,4505,10517,-0.006,5,10,-0.02,-0.02,0,0,6991,6482,1670,110,-0.11,0.01,1,1
1502,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,8.04109589,4505,10517,-0.006,5,10,-0.02,-0.02,0,0,6991,6482,1670,110,-0.11,0.01,1,1
1503,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,69,8.117808219,4514,12857,0.002,5,10,-0.039,-0.049,0.01,0.006,6996,6489,2358,69,-0.025,-0.095,1,2
1504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,69,9.520547945,4512,16888,0.014,5,10,-0.02,-0.029,0.009,-0.01,6996,6489,4036,69,0,-0.14,1,1
1505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,69,9.520547945,4503,17126,0,5,10,-0.01,-0.01,0,0.001,6996,6489,7716,69,0,-0.14,1,1
1506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,69,9.520547945,4508,17045,-0.001,5,10,-0.015,-0.014,-0.001,0.001,6996,6489,7716,69,0,-0.14,1,1
1507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,69,9.520547945,4507,10756,-0.003,5,10,-0.009,-0.015,0.006,-0.015,6996,6489,2358,69,0,-0.14,1,1
1508,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,8.04109589,4505,10517,-0.006,5,10,-0.02,-0.02,0,0,6996,6489,2358,69,-0.02125,-0.1025,1,1
1509,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,190,8.117808219,4514,12857,0.002,5,10,-0.039,-0.049,0.01,0.006,7632,6469,3996,190,-0.035,-0.083333333,1,2
1510,0,1,0,0,0,0,0,0,0,0,0,-1500000000,0,0,0,0,0,0,0,0,4,190,7.978082192,4512,16888,0.014,5,10,-0.02,-0.029,0.009,-0.01,7632,6469,1972,190,-0.105,-0.14,1,1
1511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,190,9.671232877,4503,17126,0,5,10,-0.01,-0.01,0,0.001,7632,6469,1363,190,-0.035,-0.14,1,1
1512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,190,9.671232877,4508,17045,-0.001,5,10,-0.015,-0.014,-0.001,0.001,7632,6469,1363,190,-0.035,-0.14,1,1
1513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,190,9.671232877,4507,10756,-0.003,5,10,-0.009,-0.015,0.006,-0.015,7632,6469,4001,190,-0.035,-0.14,1,1
1514,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,8.04109589,4505,10517,-0.006,5,10,-0.02,-0.02,0,0,7632,6469,4001,190,-0.035,-0.056666667,1,1
1517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,265,9.802739726,4503,17126,0,5,10,0,0,0,0.001,6996,6507,4608,265,-0.013557692,0.01,1,1
1518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,265,9.802739726,4508,17045,-0.001,5,10,-0.005,-0.004,-0.001,0.001,6996,6507,4608,265,-0.013557692,0.01,1,1
1519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,265,9.802739726,4507,10756,-0.003,5,10,0.001,-0.005,0.006,-0.015,6996,6507,1972,265,-0.013557692,0.01,1,1
1520,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,8.293150685,4505,10517,-0.006,5,10,-0.011,-0.01,-0.001,0,6996,6507,1972,265,-0.008461539,-0.075,1,0
1521,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,8.293150685,4505,10517,-0.006,5,10,-0.011,-0.01,-0.001,0,6996,6507,1972,265,-0.008461539,-0.075,1,0
1522,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,150,8.369863014,4514,12857,0.002,5,10,-0.029,-0.039,0.01,0.006,14551,12933,7716,150,-0.047297297,0.01,1,1
1523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,150,9.769863014,4512,16888,0.014,5,10,-0.011,-0.019,0.008,-0.01,14551,12933,1363,150,-0.05,0.01,1,1
1524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,150,9.769863014,4503,17126,0,5,10,0,0,0,0.001,14551,12933,1907,150,-0.002380952,0.01,1,1
1525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,150,9.769863014,4508,17045,-0.001,5,10,-0.005,-0.004,-0.001,0.001,14551,12933,1907,150,-0.002380952,0.01,1,1
1526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,150,9.769863014,4507,10756,-0.003,5,10,0.001,-0.005,0.006,-0.015,14551,12933,7716,150,-0.002380952,0.01,1,1
1528,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,225,8.619178082,4514,12857,0.002,5,10,-0.019,-0.029,0.01,0.006,7527,6397,1363,225,-0.0655,0.01,1,1
1529,0,1,0,0,0,0,0,0,0,0,0,-300000000,0,0,0,0,0,0,0,0,4,225,8.479452055,4512,16888,0.014,5,10,-0.005,-0.01,0.005,-0.01,7527,6397,4608,225,-0.11,0.01,1,1
1530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,225,9.964383562,4503,17126,0,5,10,0.005,0.005,0,0,7527,6397,2424,225,-0.063,0.01,1,1
1531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,225,9.964383562,4508,17045,-0.001,5,10,0.005,0.005,0,0,7527,6397,2424,225,-0.063,0.01,1,1
1532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,225,9.964383562,4507,10756,-0.003,5,10,0.011,0.005,0.006,-0.015,7527,6397,1363,225,-0.063,0.01,1,1
1533,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,8.542465753,4505,10517,-0.006,5,10,-0.001,0,-0.001,0,7527,6397,1363,225,-0.063,0.01,1,1
1534,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,8.542465753,4505,10517,-0.006,5,10,-0.001,0,-0.001,0,7527,6397,1363,225,-0.063,0.01,1,1
1535,13,0,0,0,2,2,0,0,0,0,-4000000000,0,0,0,4000000000,0,0,0,0,0,6,205,8.619178082,4514,12857,0.002,5,10,-0.019,-0.029,0.01,0.006,13981,12821,4593,205,-0.052425287,-0.023678161,1,2
1537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,205,9.964383562,4503,17126,0,5,10,0.005,0.005,0,0,13981,12821,1774,205,-0.104947917,-0.095,1,1
1538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,205,9.964383562,4508,17045,-0.001,5,10,0.005,0.005,0,0,13981,12821,1774,205,-0.104947917,-0.095,1,1
1539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,205,9.964383562,4507,10756,-0.003,5,10,0.011,0.005,0.006,-0.015,13981,12821,4593,205,-0.060264228,-0.10223796,1,1
1540,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,8.542465753,4505,10517,-0.006,5,10,-0.001,0,-0.001,0,13981,12821,4593,205,-0.060264228,-0.070528455,1,1
1541,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,8.542465753,4505,10517,-0.006,5,10,-0.001,0,-0.001,0,13981,12821,4593,205,-0.060264228,-0.070528455,1,1
1542,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,130,8.865753425,4514,12857,0.002,5,10,-0.01,-0.02,0.01,0.01,6993,6410,1907,130,-0.10518018,0.01,1,1
1543,0,1,0,0,0,0,0,0,0,0,0,-400000000,0,0,0,0,0,0,0,0,4,130,8.726027397,4512,16888,0.014,5,10,0.003,-0.004,0.007,-0.009,6993,6410,2424,130,-0.11,0.01,1,1
1544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,130,10.4,2006,4222,0.01,10,25,0.005,0.01,-0.005,0,6993,6410,5374,130,-0.11,0.01,1,1
1545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,130,10.4,2002,6225,0.005,10,25,0.01,0.01,0,0,6993,6410,5374,130,-0.11,0.01,1,1
1546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,130,10.4,2009,4236,-0.005,10,25,0.016,0.01,0.006,-0.015,6993,6410,1907,130,-0.11,0.01,1,1
1547,4,0,0,0,1,0,0,0,0,0,-500000000,0,0,0,500000000,0,0,0,0,0,0,130,8.789041096,4505,10517,-0.006,5,10,0.004,0.005,-0.001,0,6993,6410,1907,130,-0.11,0.01,1,2
1548,4,0,0,0,1,0,0,0,0,0,-500000000,0,0,0,500000000,0,0,0,0,0,0,130,8.789041096,4505,10517,-0.006,5,10,0.004,0.005,-0.001,0,6993,6410,1907,130,-0.11,0.01,1,2
1549,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,158,8.865753425,4514,12857,0.002,5,10,-0.009,-0.019,0.01,0.006,8156,7336,2424,158,-0.06754717,0.01,1,1
1551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,158,10.14520548,2006,4222,0.01,10,25,0.005,0.01,-0.005,0,8156,7336,3181,158,-0.082222222,0.01,1,1
1552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,158,10.14520548,2002,6225,0.005,10,25,0.01,0.01,0,0,8156,7336,3181,158,-0.082222222,0.01,1,1
1553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,158,10.14520548,2009,4236,-0.005,10,25,0.016,0.01,0.006,-0.015,8156,7336,2424,158,-0.082222222,0.01,1,1
1554,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,8.789041096,4505,10517,-0.006,5,10,0.004,0.005,-0.001,0,8156,7336,2424,158,-0.082222222,0.01,1,1
1555,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,201,8.865753425,4514,12857,0.002,5,10,-0.009,-0.019,0.01,0.006,8462,7328,1704,201,0.001650485,0.01,1,1
1556,0,1,0,0,0,0,0,0,0,0,0,-300000000,0,0,0,0,0,0,0,0,4,201,8.726027397,4512,16888,0.014,5,10,0.003,-0.004,0.007,-0.009,8462,7328,5374,201,-0.11,0.01,1,1
1557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,201,10.1890411,2006,4222,0.01,10,25,0.005,0.01,-0.005,0,8462,7328,4857,201,-0.11,0.01,1,1
1559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,201,10.1890411,2002,6225,0.005,10,25,0.01,0.01,0,0,8462,7328,4857,201,0.001650485,0.01,1,1
1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,201,10.1890411,2009,4236,-0.005,10,25,0.016,0.01,0.006,-0.015,8462,7328,1704,201,0.001650485,0.01,1,1
1561,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,8.789041096,4505,10517,-0.006,5,10,0.004,0.005,-0.001,0,8462,7328,1704,201,0.001650485,0.01,1,1
1562,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,8.789041096,4505,10517,-0.006,5,10,0.004,0.005,-0.001,0,8462,7328,1704,201,0.001650485,0.01,1,1
1563,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,74,9.117808219,4514,12857,0.002,5,10,-0.004,-0.014,0.01,0.006,16264,14681,5373,74,-0.0852,0.01,1,1
1564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,74,10.64657534,2006,4222,0.01,10,25,0.011,0.015,-0.004,0,16264,14681,3517,74,0,0.01,1,1
1565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,74,10.64657534,2002,6225,0.005,10,25,0.015,0.015,0,0,16264,14681,3517,74,0,0.01,1,1
1566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,74,10.64657534,2009,4236,-0.005,10,25,0.021,0.015,0.006,-0.015,16264,14681,5374,74,0,0.01,1,1
1567,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,9.04109589,4505,10517,-0.006,5,10,0.009,0.01,-0.001,-0.004,16264,14681,5374,74,0,0.01,1,1
1568,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,9.04109589,4505,10517,-0.006,5,10,0.009,0.01,-0.001,-0.004,16264,14681,5374,74,0,0.01,1,1
1569,3,0,0,0,1,0,0,0,0,0,-500000000,0,0,0,500000000,0,0,0,0,0,6,211,9.117808219,4514,12857,0.002,5,10,-0.004,-0.014,0.01,0.006,7997,7302,3171,211,-0.053396226,0.007169811,1,2
1570,0,1,0,0,0,0,0,0,0,0,0,-300000000,0,0,0,0,0,0,0,0,4,211,8.978082192,4512,16888,0.014,5,10,0.013,0.004,0.009,-0.007,7997,7302,4857,211,-0.11,0.01,1,1
1571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,211,10.52328767,2006,4222,0.01,10,25,0.011,0.015,-0.004,0,7997,7302,8196,211,-0.063846154,0.01,1,1
1572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,211,10.52328767,2002,6225,0.005,10,25,0.015,0.015,0,0,7997,7302,8196,211,-0.063846154,0.01,1,1
1573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,211,10.52328767,2009,4236,-0.005,10,25,0.021,0.015,0.006,-0.015,7997,7302,3171,211,-0.063846154,0.01,1,1
1574,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,9.04109589,4505,10517,-0.006,5,10,0.009,0.01,-0.001,-0.004,7997,7302,3171,211,-0.063846154,0.01,1,1
1575,8,0,0,0,2,0,0,0,0,0,-5000000000,0,0,0,5000000000,0,0,0,0,0,6,264,9.369863014,4514,12857,0.002,5,10,0.005,-0.004,0.009,0.006,17544,14722,4852,264,-0.030882353,0.005882353,1,2
1576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,264,10.63013699,2006,4222,0.01,10,25,0.021,0.025,-0.004,0,17544,14722,1542,264,-0.11,-0.14,1,1
1577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,264,10.63013699,2002,6225,0.005,10,25,0.025,0.025,0,0,17544,14722,1542,264,-0.082327044,-0.14,1,1
1578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,264,10.63013699,2009,4236,-0.005,10,25,0.03,0.025,0.005,-0.015,17544,14722,4857,264,-0.082327044,-0.108181818,1,1
1579,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,9.293150685,4505,10517,-0.006,5,10,0.019,0.02,-0.001,-0.004,17544,14722,4853,264,-0.082327044,-0.071761006,1,1
1580,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,9.293150685,4505,10517,-0.006,5,10,0.019,0.02,-0.001,-0.004,17544,14722,4853,264,-0.082327044,-0.071761006,1,1
1582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,263,10.59178082,2006,4222,0.01,10,25,0.021,0.025,-0.004,0,8666,7299,4703,263,-0.007321429,-0.14,1,1
1583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,263,10.59178082,2002,6225,0.005,10,25,0.025,0.025,0,0,8666,7299,4703,263,-0.005061728,-0.14,1,1
1584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,263,10.59178082,2009,4236,-0.005,10,25,0.03,0.025,0.005,-0.015,8666,7299,3517,263,-0.005061728,-0.14,1,1
1587,15,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,9.619178082,4514,12857,0.002,5,10,0.015,0.006,0.009,0.006,25684,21859,8144,176,-0.06375,0.01,1,1
1589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,176,11.14794521,2006,4222,0.01,10,25,0.03,0.03,0,0,25684,21859,9268,176,-0.045279188,0.01,1,1
1590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,176,11.14794521,2002,6225,0.005,10,25,0.03,0.03,0,0,25684,21859,9268,176,-0.045279188,0.01,1,1
1591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,176,11.14794521,2009,4236,-0.005,10,25,0.035,0.03,0.005,-0.015,25684,21859,8179,176,-0.045279188,0.01,1,1
1592,8,0,0,0,1,0,0,0,0,0,-300000000,0,0,0,300000000,0,0,0,0,0,0,176,9.542465753,4505,10517,-0.006,5,10,0.025,0.03,-0.005,-0.004,25684,21859,8144,176,-0.045279188,0.01,1,2
1594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,216,11.25205479,2006,4222,0.01,10,25,0.04,0.04,0,0,7994,7344,2864,216,0,-0.1,1,1
1595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,216,11.25205479,2002,6225,0.005,10,25,0.04,0.04,0,0,7994,7344,2864,216,0,-0.1,1,1
1596,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,216,9.769863014,4507,10756,-0.003,5,10,0.045,0.04,0.005,-0.015,7994,7344,1542,216,0,-0.1,1,1
1597,5,0,0,0,0,0,2,0,0,0,5300000000,0,0,0,0,0,-5300000000,0,0,0,0,216,9.789041096,4505,10517,-0.006,5,10,0.034,0.036,-0.002,-0.004,7994,7344,1542,216,-0.007727273,-0.038181818,1,0
1598,5,0,0,0,0,0,2,0,0,0,5300000000,0,0,0,0,0,-5300000000,0,0,0,0,216,9.789041096,4505,10517,-0.006,5,10,0.034,0.036,-0.002,-0.004,7994,7344,1542,216,-0.007727273,-0.038181818,1,0
1599,11,0,0,0,3,4,0,0,0,0,-3000000000,0,0,0,3000000000,0,0,0,0,0,6,175,9.865753425,4514,12857,0.002,5,10,0.025,0.016,0.009,0.006,16044,14635,4703,175,-0.104476135,-0.103760186,1,2
1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,175,11.4,2006,4222,0.01,10,25,0.04,0.04,0,0,16044,14635,4685,175,-0.11,-0.16,1,1
