,contract_count_10,contract_count_11,contract_count_14,contract_count_15,contract_count_20,contract_count_21,contract_count_24,contract_count_25,contract_count_30,contract_count_31,contract_face_10,contract_face_11,contract_face_14,contract_face_15,contract_face_20,contract_face_21,contract_face_24,contract_face_25,contract_face_30,contract_face_31,date,stock_snm_x,zanzon,bid,offer,rate,remaining_years_from,remaining_years_to,simple_yield_1days_from_ope,simple_yield_2days_from_ope,simple_yield_fluctuation_2to1,simple_yield_fluctuation_3to2,amount_sum,bid_price,balance,stock_snm_x.1,aggre_rate_buy,aggre_rate_sell,fluctuation_buy_rate,fluctuation_sell_rate
6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,-5900000000,0,0,0,0,3,33,16.00273973,2002,6225,0.005,10,25,0.305,0.305,0,-0.005,3993,3993,1447,33,-0.090648536,-0.14,0,1
36,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,-15000000000,0,0,0,0,3,282,17.25479452,2002,6225,0.005,10,25,0.36,0.36,0,-0.005,5056,4993,987,282,-0.142105263,-0.125,0,1
53,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-4900000000,0,0,0,0,3,10,18.00273973,2002,6225,0.005,10,25,0.4,0.4,0,-0.005,5380,4998,949,10,-0.11,0.01,0,1
56,2,0,0,0,1,1,0,0,0,0,0,0,0,0,500000000,-500000000,0,0,0,0,0,10,18.04657534,2017,5475,-0.007,10,25,0.42,0.425,-0.005,-0.005,5380,4998,987,10,-0.087948718,0.01,0,2
57,2,0,0,0,1,1,0,0,0,0,0,0,0,0,500000000,-500000000,0,0,0,0,0,10,18.04657534,2017,5475,-0.007,10,25,0.42,0.425,-0.005,-0.005,5380,4998,987,10,-0.087948718,0.01,0,2
86,2,1,0,0,0,0,0,0,0,0,-9000000000,9000000000,0,0,0,0,0,0,0,0,9,94,19.29589041,2009,4992,-0.017,10,25,0.465,0.47,-0.005,-0.005,6111,5998,648,94,-0.0605,0.004,0,2
110,2,1,0,0,0,0,0,0,0,0,1400000000,-1400000000,0,0,0,0,0,0,0,0,0,139,20.79726027,2017,5475,-0.007,10,25,0.525,0.535,-0.01,-0.005,13025,11051,714,139,-0.08863747,0.01,0,1
111,2,1,0,0,0,0,0,0,0,0,1400000000,-1400000000,0,0,0,0,0,0,0,0,0,139,20.79726027,2017,5475,-0.007,10,25,0.525,0.535,-0.01,-0.005,13025,11051,714,139,-0.08863747,0.01,0,1
125,0,3,0,0,0,0,0,0,0,0,0,-13000000000,0,0,0,0,0,0,0,0,3,178,21.75342466,2002,6225,0.005,10,25,0.535,0.539,-0.004,-0.011,17402,14698,3079,178,-0.1120625,-0.100088496,0,1
132,2,1,0,0,0,0,0,0,0,0,7000000000,-7000000000,0,0,0,0,0,0,0,0,9,267,22.29589041,2009,4992,-0.017,10,25,0.555,0.565,-0.01,-0.005,19358,16513,1629,267,-0.11,-0.025454546,0,0
160,2,0,0,0,5,1,2,0,0,0,-2300000000,0,0,0,2200000000,100000000,0,0,0,0,9,281,24.79452055,2009,4992,-0.017,10,25,0.61,0.62,-0.01,-0.005,31358,25594,5666,281,-0.057819905,-0.087962085,0,2
203,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-5600000000,0,0,0,0,3,224,11,2002,6225,0.005,10,25,0.085,0.085,0,0,8600,7299,3923,224,-0.024615385,0.01,0,1
206,13,1,0,0,0,0,0,0,0,0,-10000000000,10000000000,0,0,0,0,0,0,0,0,0,224,11.04383562,2017,5475,-0.007,10,25,0.085,0.09,-0.005,-0.005,8600,7299,600,224,-0.03040293,0.01,0,1
228,2,0,0,0,3,1,0,0,0,0,-700000000,0,0,0,-300000000,1000000000,0,0,0,0,0,117,11.29589041,2017,5475,-0.007,10,25,0.095,0.1,-0.005,-0.005,8731,7363,2269,117,-0.02375,-0.12575,0,2
229,2,0,0,0,3,1,0,0,0,0,-700000000,0,0,0,-300000000,1000000000,0,0,0,0,0,117,11.29589041,2017,5475,-0.007,10,25,0.095,0.1,-0.005,-0.005,8731,7363,2269,117,-0.02375,-0.12575,0,2
256,2,1,0,0,0,0,1,0,0,0,-4200000000,4000000000,0,0,0,0,200000000,0,0,0,0,141,12.04383562,2017,5475,-0.007,10,25,0.125,0.13,-0.005,-0.005,9876,8278,3440,141,-0.063424658,0.01,0,2
257,2,1,0,0,0,0,1,0,0,0,-4200000000,4000000000,0,0,0,0,200000000,0,0,0,0,141,12.04383562,2017,5475,-0.007,10,25,0.125,0.13,-0.005,-0.005,9876,8278,3440,141,-0.063424658,0.01,0,2
261,8,0,0,0,3,3,0,0,0,0,0,0,0,0,-500000000,500000000,0,0,0,0,9,76,12.03835616,2009,4992,-0.017,10,25,0.12,0.12,0,-0.005,22654,20266,5337,76,-0.042368421,0.005263158,0,0
276,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-8300000000,0,0,0,0,3,133,12.50136986,2002,6225,0.005,10,25,0.145,0.145,0,0,10990,10049,1916,133,-0.11,-0.12,0,1
278,8,1,0,0,4,0,0,0,0,0,-9300000000,9300000000,0,0,0,0,0,0,0,0,9,133,12.53972603,2009,4992,-0.017,10,25,0.145,0.145,0,-0.005,10990,10049,2109,133,-0.057773852,-0.026537103,0,2
282,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-20000000000,0,0,0,0,8,2,12.77260274,2009,4236,-0.005,10,25,0.17,0.165,0.005,-0.02,11643,10070,2390,2,-0.095902256,-0.13,0,1
290,14,0,0,0,2,1,1,0,0,0,400000000,0,0,0,-1000000000,500000000,100000000,0,0,0,0,138,12.79178082,2017,5475,-0.007,10,25,0.165,0.17,-0.005,-0.005,25152,20080,3568,138,-0.058073308,-0.043909774,0,0
291,14,0,0,0,2,1,1,0,0,0,400000000,0,0,0,-1000000000,500000000,100000000,0,0,0,0,138,12.79178082,2017,5475,-0.007,10,25,0.165,0.17,-0.005,-0.005,25152,20080,3568,138,-0.058073308,-0.043909774,0,0
295,0,0,0,0,3,3,0,0,0,0,0,0,0,0,-1000000000,1000000000,0,0,0,0,9,77,13.03835616,2009,4992,-0.017,10,25,0.17,0.17,0,-0.005,12562,10061,1911,77,-0.015542522,-0.123695015,0,2
301,3,0,0,0,0,1,0,0,0,0,-2500000000,0,0,0,0,2500000000,0,0,0,0,0,20,13.04383562,2017,5475,-0.007,10,25,0.175,0.18,-0.005,-0.005,12586,10022,2013,20,-0.02203966,-0.096458924,0,2
302,3,0,0,0,0,1,0,0,0,0,-2500000000,0,0,0,0,2500000000,0,0,0,0,0,20,13.04383562,2017,5475,-0.007,10,25,0.175,0.18,-0.005,-0.005,12586,10022,2013,20,-0.02203966,-0.096458924,0,2
310,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-14600000000,0,0,0,0,3,279,13.25205479,2002,6225,0.005,10,25,0.18,0.18,0,0,23619,20100,1577,279,-0.095939394,-0.095,0,1
312,15,1,0,0,0,0,0,0,0,0,-14200000000,14200000000,0,0,0,0,0,0,0,0,9,279,13.29041096,2009,4992,-0.017,10,25,0.185,0.185,0,-0.005,23619,20100,8727,279,-0.061884817,-0.017303665,0,2
318,4,0,0,0,0,1,0,0,0,0,1000000000,0,0,0,0,-1000000000,0,0,0,0,9,57,13.29041096,2009,4992,-0.017,10,25,0.185,0.185,0,-0.005,12269,9998,4038,57,-0.094226191,-0.070238095,0,0
324,7,0,0,0,0,4,4,0,0,0,1800000000,0,0,0,0,-3200000000,1400000000,0,0,0,0,11,13.54520548,2017,5475,-0.007,10,25,0.2,0.205,-0.005,-0.005,24569,20034,3037,11,-0.085917927,-0.040172786,0,0
325,7,0,0,0,0,4,4,0,0,0,1800000000,0,0,0,0,-3200000000,1400000000,0,0,0,0,11,13.54520548,2017,5475,-0.007,10,25,0.2,0.205,-0.005,-0.005,24569,20034,3037,11,-0.085917927,-0.040172786,0,0
340,24,0,0,0,12,1,0,0,0,0,-10900000000,0,0,0,8900000000,2000000000,0,0,0,0,9,250,13.78630137,2009,4992,-0.017,10,25,0.205,0.205,0,-0.005,11104,10025,1144,250,-0.08264622,-0.053708987,0,2
347,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,-1700000000,1700000000,0,0,0,0,78,13.79178082,2017,5475,-0.007,10,25,0.21,0.215,-0.005,-0.005,11117,10007,1676,78,-0.11,-0.13,0,0
348,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,-1700000000,1700000000,0,0,0,0,78,13.79178082,2017,5475,-0.007,10,25,0.21,0.215,-0.005,-0.005,11117,10007,1676,78,-0.11,-0.13,0,0
356,0,0,0,0,1,2,0,0,0,0,0,0,0,0,200000000,-600000000,0,0,0,0,8,67,14.02465753,2009,4236,-0.005,10,25,0.23,0.225,0.005,-0.02,12499,10044,2259,67,-0.098068182,-0.105,0,0
357,9,2,0,0,2,1,0,0,0,0,25300000000,-25100000000,0,0,200000000,-400000000,0,0,0,0,9,67,14.03835616,2009,4992,-0.017,10,25,0.216,0.22,-0.004,-0.005,12499,10044,2259,67,-0.096630435,-0.02125,0,0
362,0,1,0,0,1,0,0,0,0,0,0,-1E+11,0,0,2000000000,0,0,0,0,0,8,217,14.27671233,2009,4236,-0.005,10,25,0.245,0.24,0.005,-0.02,23624,20045,3813,217,-0.092212324,-0.103333333,0,2
366,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-7800000000,0,0,0,0,3,157,14.25205479,2002,6225,0.005,10,25,0.225,0.225,0,-0.001,10993,10002,1429,157,-0.11,-0.12,0,1
380,2,0,0,0,0,1,0,0,0,0,-2500000000,0,0,0,0,2500000000,0,0,0,0,0,165,14.54520548,2017,5475,-0.007,10,25,0.25,0.255,-0.005,-0.005,22011,20073,2592,165,-0.050394089,0.009408867,0,2
383,0,2,0,0,1,0,0,0,0,0,0,-10000000000,0,0,1000000000,0,0,0,0,0,8,278,14.77534247,2009,4236,-0.005,10,25,0.265,0.26,0.005,-0.02,11263,9997,1401,278,-0.109840764,-0.129922118,0,2
385,3,9,0,0,1,0,0,0,0,0,20400000000,-20700000000,0,0,300000000,0,0,0,0,0,0,278,14.79452055,2017,5475,-0.007,10,25,0.26,0.265,-0.005,-0.005,11263,9997,1312,278,-0.100217391,-0.098490338,0,0
386,3,9,0,0,1,0,0,0,0,0,20400000000,-20700000000,0,0,300000000,0,0,0,0,0,0,278,14.79452055,2017,5475,-0.007,10,25,0.26,0.265,-0.005,-0.005,11263,9997,1312,278,-0.100217391,-0.098490338,0,0
388,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-10900000000,0,0,0,0,3,166,14.75068493,2002,6225,0.005,10,25,0.25,0.25,0,0,11990,10906,3956,166,-0.1,-0.09,0,1
391,2,1,0,0,5,3,3,0,0,0,-17300000000,13900000000,0,0,2700000000,-700000000,1400000000,0,0,0,0,166,14.79452055,2017,5475,-0.007,10,25,0.265,0.27,-0.005,-0.005,11990,10906,2722,166,-0.044065934,-0.016739927,0,2
395,6,1,0,0,0,0,0,0,0,0,300000000,-300000000,0,0,0,0,0,0,0,0,9,179,14.7890411,2009,4992,-0.017,10,25,0.255,0.26,-0.005,-0.005,11993,10946,1672,179,-0.079811321,-0.021396226,0,0
396,2,2,0,0,2,1,0,0,0,0,500000000,0,0,0,-600000000,100000000,0,0,0,0,0,179,14.79452055,2017,5475,-0.007,10,25,0.265,0.27,-0.005,-0.005,11993,10946,1672,179,-0.079390681,-0.021971326,0,0
397,2,2,0,0,2,1,0,0,0,0,500000000,0,0,0,-600000000,100000000,0,0,0,0,0,179,14.79452055,2017,5475,-0.007,10,25,0.265,0.27,-0.005,-0.005,11993,10946,1672,179,-0.079390681,-0.021971326,0,0
413,4,0,0,0,6,1,0,0,0,0,-200000000,0,0,0,-300000000,500000000,0,0,0,0,0,238,15.04657534,2017,5475,-0.007,10,25,0.275,0.28,-0.005,-0.005,11997,10941,5011,238,-0.072758621,-0.096275862,0,2
414,4,0,0,0,6,1,0,0,0,0,-200000000,0,0,0,-300000000,500000000,0,0,0,0,0,238,15.04657534,2017,5475,-0.007,10,25,0.275,0.28,-0.005,-0.005,11997,10941,5011,238,-0.072758621,-0.096275862,0,2
425,2,2,0,0,4,1,0,0,0,0,600000000,0,0,0,-1100000000,500000000,0,0,0,0,0,145,15.54794521,2017,5475,-0.007,10,25,0.3,0.305,-0.005,-0.005,25646,22039,3069,145,-0.062909483,-0.067403017,0,0
435,3,0,0,0,3,3,1,0,0,0,-1000000000,0,0,0,1000000000,-1000000000,1000000000,0,0,0,9,42,15.7890411,2009,4992,-0.017,10,25,0.305,0.31,-0.005,-0.005,25303,21894,8680,42,-0.099285714,-0.077637363,0,2
436,4,0,0,1,3,2,1,0,0,0,4500000000,0,0,-3500000000,1500000000,-3500000000,1000000000,0,0,0,0,42,15.79452055,2017,5475,-0.007,10,25,0.315,0.32,-0.005,-0.005,25303,21894,8680,42,-0.096075949,-0.063839662,0,0
437,4,0,0,1,3,2,1,0,0,0,4500000000,0,0,-3500000000,1500000000,-3500000000,1000000000,0,0,0,0,42,15.79452055,2017,5475,-0.007,10,25,0.315,0.32,-0.005,-0.005,25303,21894,8680,42,-0.096075949,-0.063839662,0,0
439,0,8,0,0,0,0,0,0,0,0,0,-38000000000,0,0,0,0,0,0,0,0,3,171,15.75068493,2002,6225,0.005,10,25,0.3,0.3,0,-0.006,13305,10977,22345,171,-0.11,-0.11,0,1
447,4,0,0,0,6,3,0,0,0,0,2800000000,0,0,0,4200000000,-7000000000,0,0,0,0,9,100,16.04109589,2009,4992,-0.017,10,25,0.315,0.32,-0.005,-0.005,39442,32896,16131,100,-0.099047619,-0.05968254,0,0
450,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-9800000000,0,0,0,0,3,65,16.25479452,2002,6225,0.005,10,25,0.325,0.325,0,-0.005,37907,32823,17129,65,-0.106349206,-0.13,0,1
453,3,1,0,0,0,1,2,0,0,0,-13400000000,12900000000,0,0,0,-2000000000,2500000000,0,0,0,0,65,16.29863014,2017,5475,-0.007,10,25,0.34,0.345,-0.005,-0.006,37907,32823,17231,65,-0.061170732,0.002853659,0,2
454,3,1,0,0,0,1,2,0,0,0,-13400000000,12900000000,0,0,0,-2000000000,2500000000,0,0,0,0,65,16.29863014,2017,5475,-0.007,10,25,0.34,0.345,-0.005,-0.006,37907,32823,17231,65,-0.061170732,0.002853659,0,2
463,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3700000000,-500000000,0,0,0,0,8,239,16.77534247,2009,4236,-0.005,10,25,0.375,0.37,0.005,-0.021,37440,32897,17385,239,-0.100762943,-0.129803922,0,2
469,13,2,0,0,2,1,0,0,0,0,25000000000,-24700000000,0,0,0,-300000000,0,0,0,0,9,101,17.04109589,2009,4992,-0.017,10,25,0.375,0.38,-0.005,-0.005,40400,32734,16935,101,-0.078510274,0.001130137,0,0
473,0,3,0,0,0,0,0,0,0,0,0,-11000000000,0,0,0,0,0,0,0,0,3,40,17.25479452,2002,6225,0.005,10,25,0.385,0.385,0,-0.005,38530,32797,21343,40,-0.099183381,-0.125136187,0,1
474,0,0,0,0,1,1,0,0,0,0,0,0,0,0,500000000,-2000000000,0,0,0,0,8,40,17.27945205,2009,4236,-0.005,10,25,0.405,0.4,0.005,-0.025,38530,32797,13151,40,-0.096982571,-0.125136187,0,0
476,2,1,0,0,8,4,0,0,0,0,2100000000,-2000000000,0,0,-100000000,0,0,0,0,0,0,40,17.29863014,2017,5475,-0.007,10,25,0.4,0.41,-0.01,-0.005,38530,32797,13151,40,-0.096734475,-0.067494647,0,0
477,2,1,0,0,8,4,0,0,0,0,2100000000,-2000000000,0,0,-100000000,0,0,0,0,0,0,40,17.29863014,2017,5475,-0.007,10,25,0.4,0.41,-0.01,-0.005,38530,32797,13151,40,-0.096734475,-0.067494647,0,0
480,0,0,0,0,2,1,2,0,0,0,0,0,0,0,900000000,-500000000,0,0,0,0,8,222,17.52876712,2009,4236,-0.005,10,25,0.425,0.42,0.005,-0.025,39555,32982,19568,222,-0.099243698,-0.11684058,0,0
486,3,0,0,0,6,1,0,0,0,0,-2000000000,0,0,0,0,2000000000,0,0,0,0,9,103,17.7890411,2009,4992,-0.017,10,25,0.425,0.43,-0.005,-0.005,39639,32761,17596,103,-0.07924833,-0.008624722,0,2
492,3,2,0,0,3,1,2,0,0,0,19800000000,-18900000000,0,0,-1000000000,100000000,0,0,0,0,9,34,18.04109589,2009,4992,-0.017,10,25,0.435,0.44,-0.005,-0.005,39123,32696,21324,34,-0.082572917,-0.030395833,0,2
493,2,1,0,0,5,2,2,0,0,0,27200000000,-25200000000,0,0,-2000000000,0,0,0,0,0,0,34,18.04657534,2017,5475,-0.007,10,25,0.445,0.45,-0.005,-0.005,39123,32696,21323,34,-0.085251799,-0.078069544,0,0
494,2,1,0,0,5,2,2,0,0,0,27200000000,-25200000000,0,0,-2000000000,0,0,0,0,0,0,34,18.04657534,2017,5475,-0.007,10,25,0.445,0.45,-0.005,-0.005,39123,32696,21323,34,-0.085251799,-0.078069544,0,0
497,0,0,0,0,3,3,0,0,0,0,0,0,0,0,5900000000,-10300000000,0,0,0,0,8,160,18.27945205,2009,4236,-0.005,10,25,0.465,0.46,0.005,-0.025,37666,32859,19317,160,-0.093790698,-0.11,0,0
498,3,1,0,1,4,3,0,0,0,0,4900000000,300000000,0,-5000000000,2600000000,-2800000000,0,0,0,0,9,160,18.29315068,2009,4992,-0.017,10,25,0.45,0.455,-0.005,-0.005,37666,32859,19317,160,-0.095196305,-0.033937644,0,2
499,2,2,0,0,10,5,1,0,0,0,-9800000000,0,0,0,11500000000,-3000000000,1300000000,0,0,0,0,160,18.29863014,2017,5475,-0.007,10,25,0.46,0.465,-0.005,-0.005,37666,32859,19028,160,-0.092908163,-0.033469388,0,2
500,2,2,0,0,10,5,1,0,0,0,-9800000000,0,0,0,11500000000,-3000000000,1300000000,0,0,0,0,160,18.29863014,2017,5475,-0.007,10,25,0.46,0.465,-0.005,-0.005,37666,32859,19028,160,-0.092908163,-0.033469388,0,2
502,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-10000000000,0,0,0,0,3,162,18.50410959,2002,6225,0.005,10,25,0.461,0.465,-0.004,-0.005,40742,32756,8187,162,-0.112786885,-0.085,0,1
503,0,1,0,0,7,4,0,0,0,0,0,-4000000000,0,0,18300000000,-24000000000,0,0,0,0,8,162,18.52876712,2009,4236,-0.005,10,25,0.485,0.48,0.005,-0.025,40742,32756,14825,162,-0.102532189,-0.085,0,2
505,14,1,0,0,3,4,0,0,0,0,44600000000,-45000000000,0,0,1500000000,-1100000000,0,0,0,0,0,162,18.54794521,2017,5475,-0.007,10,25,0.48,0.49,-0.01,-0.005,40742,32756,14790,162,-0.108510638,-0.052468085,0,2
506,14,1,0,0,3,4,0,0,0,0,44600000000,-45000000000,0,0,1500000000,-1100000000,0,0,0,0,0,162,18.54794521,2017,5475,-0.007,10,25,0.48,0.49,-0.01,-0.005,40742,32756,14790,162,-0.108510638,-0.052468085,0,2
508,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-10000000000,0,0,0,0,3,202,18.75342466,2002,6225,0.005,10,25,0.5,0.5,0,-0.005,36320,30918,6160,202,-0.114285714,-0.121097561,0,1
511,2,2,0,0,5,3,2,0,0,0,-6000000000,8000000000,0,0,-2500000000,500000000,0,0,0,0,0,202,18.79726027,2017,5475,-0.007,10,25,0.52,0.525,-0.005,-0.005,36320,30918,17982,202,-0.066712185,8.40E-05,0,0
512,2,2,0,0,5,3,2,0,0,0,-6000000000,8000000000,0,0,-2500000000,500000000,0,0,0,0,0,202,18.79726027,2017,5475,-0.007,10,25,0.52,0.525,-0.005,-0.005,36320,30918,17982,202,-0.066712185,8.40E-05,0,0
527,25,2,0,0,7,19,1,0,0,0,1700000000,-2400000000,0,0,-800000000,5500000000,-4000000000,0,0,0,9,109,19.54520548,2009,4992,-0.017,10,25,0.54,0.545,-0.005,-0.006,37182,29768,6036,109,-0.081283492,-0.002286085,0,2
533,2,0,0,0,66,44,0,0,0,0,13700000000,0,0,0,3000000000,-16700000000,0,0,0,0,9,253,19.79178082,2009,4992,-0.017,10,25,0.546,0.555,-0.009,-0.005,11977,9938,6557,253,-0.098908326,-0.107300709,0,0
534,35,2,0,0,60,31,0,0,0,0,-6100000000,0,0,0,-17200000000,23300000000,0,0,0,0,0,253,19.79726027,2017,5475,-0.007,10,25,0.56,0.565,-0.005,-0.005,11977,9938,5490,253,-0.095144124,-0.09772949,0,0
535,35,2,0,0,60,31,0,0,0,0,-6100000000,0,0,0,-17200000000,23300000000,0,0,0,0,0,253,19.79726027,2017,5475,-0.007,10,25,0.56,0.565,-0.005,-0.005,11977,9938,5490,253,-0.095144124,-0.09772949,0,0
544,0,2,0,0,0,0,0,0,0,0,0,-10000000000,0,0,0,0,0,0,0,0,2,15,9.989041096,4503,17126,0,5,10,0.045,0.045,0,0,8317,7340,5857,15,-0.052857143,-0.14,0,1
547,2,0,0,0,1,2,0,0,0,0,-1700000000,0,0,0,-8300000000,10000000000,0,0,0,0,9,15,10.03561644,2009,4992,-0.017,10,25,0.035,0.035,0,-0.005,8317,7340,2823,15,-0.064109589,-0.123390411,0,0
592,2,0,0,0,2,1,0,0,0,0,-500000000,0,0,0,0,500000000,0,0,0,0,9,288,26.54794521,1007,2811,-0.004,25,-1,0.66,0.67,-0.01,-0.005,17905,15511,5557,288,-0.053140244,-0.006554878,0,2
604,2,0,0,0,5,4,2,0,0,0,-1100000000,0,0,0,0,1100000000,0,0,0,0,9,273,27.04931507,1007,2811,-0.004,25,-1,0.67,0.68,-0.01,-0.005,21252,18394,9163,273,-0.044079861,0.003333333,0,2
631,0,0,0,0,1,3,0,0,0,0,0,0,0,0,500000000,-5700000000,0,0,0,0,8,49,28.28767123,1008,3028,-0.008,25,-1,0.74,0.735,0.005,-0.02,27389,21829,20300,49,-0.117218045,-0.111333333,0,2
637,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1700000000,-4700000000,0,0,0,0,8,232,28.5369863,1008,3028,-0.008,25,-1,0.745,0.74,0.005,-0.02,26454,21926,17736,232,-0.110807018,-0.1,0,1
639,2,0,0,0,2,2,0,0,0,0,0,0,0,0,1700000000,-1700000000,0,0,0,0,0,232,28.55616438,1003,2379,-0.004,25,-1,0.725,0.735,-0.01,-0.005,26454,21926,17736,232,-0.110807018,0.01,0,2
640,2,0,0,0,2,2,0,0,0,0,0,0,0,0,1700000000,-1700000000,0,0,0,0,0,232,28.55616438,1003,2379,-0.004,25,-1,0.725,0.735,-0.01,-0.005,26454,21926,17736,232,-0.110807018,0.01,0,2
643,0,1,0,0,10,2,2,0,0,0,0,-25000000000,0,0,12500000000,-2100000000,0,0,0,0,8,82,28.78356164,1008,3028,-0.008,25,-1,0.8,0.795,0.005,-0.02,25459,21898,11942,82,-0.113045685,-0.11815859,0,2
650,3,0,0,0,11,8,0,0,0,0,-100000000,0,0,0,4500000000,-4400000000,0,0,0,0,0,0,29.05479452,1003,2379,-0.004,25,-1,0.84,0.85,-0.01,-0.005,25189,21809,12767,0,-0.10777027,-0.018581081,0,2
651,3,0,0,0,11,8,0,0,0,0,-100000000,0,0,0,4500000000,-4400000000,0,0,0,0,0,0,29.05479452,1003,2379,-0.004,25,-1,0.84,0.85,-0.01,-0.005,25189,21809,12767,0,-0.10777027,-0.018581081,0,2
652,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-3900000000,0,0,0,0,5,261,29.24931507,1003,2049,0.015,25,-1,0.82,0.81,0.01,0.015,25440,21704,1222,261,-0.1244,-0.21,0,1
655,2,0,0,0,19,7,0,0,0,0,-3900000000,0,0,0,-1100000000,5000000000,0,0,0,0,9,261,29.30136986,1007,2811,-0.004,25,-1,0.81,0.82,-0.01,0,25440,21704,9470,261,-0.121244378,-0.175712144,0,2
657,0,1,0,0,0,2,0,0,0,0,0,-10000000000,0,0,0,-19000000000,0,0,0,0,5,177,29.49863014,1003,2049,0.015,25,-1,0.815,0.805,0.01,0.015,25163,21698,594,177,-0.122272727,-0.130714286,0,1
660,2,1,0,0,18,15,0,0,0,0,5000000000,-4400000000,0,0,-4196000000,3596000000,0,0,0,0,9,177,29.55068493,1007,2811,-0.004,25,-1,0.805,0.814,-0.009,0,25163,21698,11013,177,-0.101087591,-0.059058394,0,0
664,0,0,0,0,13,15,0,0,0,0,0,0,0,0,9500000000,-47600000000,0,0,0,0,8,287,29.78356164,1008,3028,-0.008,25,-1,0.82,0.815,0.005,-0.015,8489,7232,8178,287,-0.11543379,-0.12660066,0,0
666,2,2,0,0,24,14,0,0,0,0,30900000000,-26000000000,0,0,-13600000000,8700000000,0,0,0,0,0,287,29.80273973,1003,2379,-0.004,25,-1,0.799,0.805,-0.006,-0.005,8489,7232,7042,287,-0.107687266,-0.110337079,0,0
667,2,2,0,0,24,14,0,0,0,0,30900000000,-26000000000,0,0,-13600000000,8700000000,0,0,0,0,0,287,29.80273973,1003,2379,-0.004,25,-1,0.799,0.805,-0.006,-0.005,8489,7232,7042,287,-0.107687266,-0.110337079,0,0
711,2,0,0,0,5,1,0,0,0,0,0,0,0,0,500000000,-500000000,0,0,0,0,9,1,37.80273973,1007,2811,-0.004,25,-1,0.865,0.875,-0.01,0,21847,19983,11633,1,-0.11,-0.05402,0,2
712,2,0,0,0,3,3,1,0,0,0,600000000,0,0,0,0,-2100000000,1500000000,0,0,0,0,1,37.80821918,1003,2379,-0.004,25,-1,0.875,0.88,-0.005,0,21847,19983,11633,1,-0.11,-0.05172,0,2
715,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1500000000,-1000000000,0,0,0,0,8,124,38.79178082,1008,3028,-0.008,25,-1,1.075,1.065,0.01,-0.015,30872,27971,11610,124,-0.104369748,-0.13,0,2
716,2,1,0,0,12,18,1,0,0,0,-5000000000,-2000000000,0,0,1600000000,6400000000,-1000000000,0,0,0,9,124,38.80547945,1007,2811,-0.004,25,-1,1.03,1.04,-0.01,0,30872,27971,11610,124,-0.104985163,-0.097448071,0,2
749,3,0,0,0,2,1,0,0,0,0,8000000000,0,0,0,0,-8000000000,0,0,0,0,6,51,1.61369863,2807,8563,0.005,1,3,-0.213,-0.213,0,0.002,39683,34435,14376,51,-0.103537989,-0.075940138,0,2
791,2,20,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,274,1.098630137,2807,8563,0.005,1,3,-0.209,-0.209,0,0.001,25885,20915,15546,274,-0.080838323,-0.090838323,0,0
796,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,209,1.180821918,2807,8563,0.005,1,3,-0.209,-0.209,0,0.001,23150,20903,9242,209,-0.5,-0.505,0,0
808,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,105,1.350684932,2807,8563,0.005,1,3,-0.205,-0.208,0.003,0.002,24567,20843,10971,105,-0.4,-0.4,0,0
844,0,0,0,0,24,21,0,0,0,0,0,0,0,0,-22200000000,22200000000,0,0,0,0,6,182,1.846575343,2807,8563,0.005,1,3,-0.209,-0.21,0.001,0.005,23738,20875,9099,182,-0.159652928,-0.159859002,0,0
850,2,6,1,0,8,8,3,0,0,0,74400000000,-52000000000,-23000000000,0,-5100000000,11700000000,-6000000000,0,0,0,6,197,1.931506849,2807,8563,0.005,1,3,-0.205,-0.21,0.005,0.005,22771,19882,1384,197,-0.097096774,-0.039524336,0,0
858,0,1,0,0,0,1,0,0,0,0,0,500000000,0,0,0,-5000000000,0,0,0,0,3,14,1.739726027,2805,9329,0.001,1,3,-0.105,-0.114,0.009,0.006,21430,17345,11560,14,-0.032731377,-0.1,0,1
